url,headline,date of published,article_content
https://selangorjournal.my/2023/05/manager-fined-rm21000-for-stealing-customer-data-of-streaming-company/,"Manager fined RM21,000 for stealing customer data of streaming company",2023-05-05T20:20:35+08:00,"KUALA LUMPUR, May 5 — A former company manager was fined RM21,000 by the Sessions Court here today for transferring confidential customer data of a company that supplies streaming television and video content to hotels without the company’s permission between 2016 and 2020. Judge Azura Alwi handed down the sentence on Teo Kia Lim, 45, after she pleaded guilty to the three charges. The court fined her RM7,000 for each charge or imprisonment for 30 months if the accused failed to pay the fine. According to the first to third charges, the woman was charged with unauthorised access to confidential customer data belonging to Syarikat Vision Four Multimedia Sdn Bhd (VFMM) by copying or transferring the data to her private email to obtain the data without permission from the company’s owner, Steven Harold Day, 72. The three offences were committed at Syarikat Vision in Jalan Liku, Bangsar here between 10.21 am to 4.41pm, on December 29, 2016, to August 26, 2020, under Section 3 (1)(b) of the Computer Crimes Act 1997 and can be punished under Section 3 (3) of the same act which carries a fine not exceeding RM50,000 or imprisonment for a maximum of five years or both. Deputy Public Prosecutor Nurilya Ellyna Nor Azmal sought the appropriate punishment as a lesson to the accused, but counsel Segaren who represented Teo asked for a minimum fine on the grounds that her client is a single mother and supports an infirm mother, and has no record of past criminal offences other than giving cooperation throughout the police investigation. Based on the facts of the case, the complainant is a founder and chief executive of VFMM. He filed a police report after the accused, who was his former employee had previously used customer information, including customer data and business partners of the complainant’s company to promote the same type of business after the accused established another company. VFMM conducts the business of distribution, supply and streaming of television and video content to hotels in the country. — Bernama "
https://selangorjournal.my/2023/05/odd-job-worker-to-serve-25-years-in-jail-for-raping-stepdaughter/,Odd job worker to serve 25 years in jail for raping stepdaughter,2023-05-05T18:08:04+08:00,"PUTRAJAYA, May 5 — An odd job worker will serve 25 years in jail with 24 strokes of the rotan for raping his stepdaughter in 2015. The 41-year-old man initially appealed to the Court of Appeal, seeking a lesser prison term but withdrew his appeal today. This was after Justice Datuk Seri Kamaludin Md Said, who led a three-member bench told the man that the 25 years jail term was reasonable as he had five rape charges of which he will serve concurrently. Justice Kamaludin told him that the maximum jail term imposed under the law for such an offence is 30 years, adding that the court could order him to serve the jail term consecutively which means he would be in prison longer. Standing in the accused dock in blue prison uniform, the man then told the court that he wanted to withdraw the appeal against his jail sentence. He was unrepresented. Justice Kamaludin, who presided with Justices Datuk Ahmad Zaidi Ibrahim and Datuk Azman Abdullah then struck out the appeal. On February 27, 2019, the Kluang Sessions Court found the man guilty of five rape charges involving his 13-year-old stepdaughter and sentenced him to 25 years in jail and 10 strokes of the rotan for each charge and ordered the imprisonment term to run concurrently from the date he was arrested on October 19, 2015, which means he will only serve 25 years in jail. His appeal to reduce the jail term was dismissed by the Muar High Court on October 14, 2020. — Bernama "
https://selangorjournal.my/2023/05/sanjeevan-acquitted-discharged-of-transmitting-false-communication-on-pdrm/,"Sanjeevan acquitted, discharged of transmitting false communication on PDRM",2023-05-05T18:00:03+08:00,"KUALA LUMPUR, May 5 — Malaysian Crime Watch Task Force (MyWatch) chairman Datuk R. Sri Sanjeevan was acquitted and discharged by the Sessions Court today on two counts of improper use of the network by making and initiating the transmission of false communications on the Royal Malaysia Police (PDRM). Judge Datuk M. M Edwin Paramjothy made the decision after finding the prosecution failed to establish a prima facie case against Sanjeevan, 39, as the person being summoned (OKS) at the end of the prosecution’s case. “Therefore, the OKS is acquitted and discharged from both charges without being called to enter defence and the bail money is returned,” he said. Deputy Public Prosecutor Nurilya Ellyna Nor Azmal prosecuted while lawyers S.Preakas and Miguel Sequerah represented Sanjeevan. A total of eight prosecution witnesses were called to testify at the trial that began in June 2020. On June 5, 2020, Sanjeevan was alleged to have knowingly made and initiated the transmission of false communication on PDRM with the intent to annoy others through a Twitter account belonging to @SanjeevanSS, at 3.15 pm on April 7, 2020, at the Communications Office of the Bukit Aman police headquarters here. Sanjeevan, who is a businessman, was also alleged to have made a similar offence through the @My_CrimeWatch Twitter and the Tweet was read at 8.15am on May 17 at the Commercial Criminal Investigation Department of the Bukit Aman police headquarters. at Menara KPJ. The offence was framed under Section 233 (1) (a) of the Communications and Multimedia Act 1998, which carries a maximum jail term of one year or a fine or both. — Bernama "
https://selangorjournal.my/2023/05/teenage-couple-plead-guilty-to-pulling-wheelie-stunt/,Teenage couple plead guilty to pulling ‘wheelie’ stunt,2023-05-05T17:46:37+08:00,"KUANTAN, May 5 — A teenage couple pleaded guilty at the Magistrate’s Court, here today, to pulling a dangerous stunt while riding a motorcycle last month. The duo, both 17, made the plea after the charges were read out before Magistrate Fatinah Abu Bakar. The boy, who is working at a car wash centre, was accused of pulling a ‘wheelie’ (a trick whereby a motorcycle is ridden with the front wheel raised off the ground) while riding a white Honda EX5 motorcycle along Jalan Chendor, heading to Kemaman, Terengganu, at 5.30 pm on March 12. The girl, who is still schooling, was charged with pulling a similar act as the pillion rider. The duo were charged under Section 42 (1) of the Road Transport Act 1987 which carries a maximum sentence of five years in jail and a fine up to RM15,000, as well as disqualification from holding or obtaining a driving licence for not less than two years from the date of conviction. At the proceedings, both accused, who were unrepresented, pleaded for a lower bail on the grounds that their family members were unable to afford to pay the amount. The court allowed them bail of RM800 each in one surety, and fixed June 7 for sentencing. On May 1, the police confirmed the arrest of the couple at a house in Balok, for reckless riding, after a video clip of their alleged ‘wheelie’ stunt went viral on social media. Preliminary investigations revealed that the motorcycle belonged to the boy’s mother. — Bernama "
https://selangorjournal.my/2023/05/woman-charged-with-hurting-maid-with-iron-hot-water/,"Woman charged with hurting maid with iron, hot water",2023-05-05T17:45:28+08:00,"KUALA LUMPUR, May 5 — A female clerk pleaded not guilty at the Magistrate’s Court here today to hurting an Indonesian maid using an iron and hot water since March last year. Loke Chee Hui, 43, who works with an employment agency, was accused to have committed the offence in a house at Jalan Hujan Emas 3, Taman OUG here between March 3, 2022 and April 23, this year. She was charged under Section 324 of the Penal Code, which provides for a jail term of up to 10 years or a fine or whipping or any two of the punishment, upon conviction. Deputy Public Prosecutor Nadia Elena Jamaluddin Akbal did not offer any bail as the offence is a non-bailable offence. However, lawyer Varghese Onny, representing the accused pleaded for a lower bail on the grounds that the accused is a mother of four, aged between two and 15. Magistrate Atiqah Mohamed@Mohamad Saim allowed a bail of RM6,000 with one surety and fixed June 6 for mention. In the Sessions Court, Loke and her husband, Lum Kah Wai, 44, also claimed trial for trafficking the same maid for the purpose of forced labour exploitation at the same time and date. The charge was framed under Section 12 of the Anti-Trafficking in Persons and Anti-Smuggling of Migrants (ATIPSOM) 2007, which carries a maximum of 15 years of jail and a fine. Judge Azura Alwi set bail at RM10,000 and one surety for each of them. They were also ordered to surrender their passport to the court and report to the nearest police station every two months until the disposal of the case. The court fixed June 6 for mention. Deputy Public Prosecutor Wan Ahmad Hijrah Wan Abdullah prosecuted, while lawyer Varghese represented both the accused. — Bernama "
https://selangorjournal.my/2023/05/factory-worker-charged-with-murdering-pensioner/,Factory worker charged with murdering pensioner,2023-05-05T14:07:36+08:00,"MELAKA, May 5 — A factory worker was charged at the Ayer Keroh Magistrate’s Court here today with the murder of a pensioner in February. Syafiq Raj Kalai Selvan, 27, nodded in understanding when the charge was read before Magistrate Nabilah Nizam. No plea was recorded as a murder case is under High Court’s jurisdiction. Syafiq, together with another person who has been charged, was accused of murdering Sa’adon Sahat, 57 behind a three-storey building at Jalan PPM 4, Plaza Pandan Malim between 2.44am and 3.19am on February 27, under Section 302 of the Penal Code which carries a death penalty upon conviction. Deputy Public Prosecutor J. Banusha prosecuted while lawyer R. Ryshinah represented the accused. The court set June 22 for mention. Previously, the media reported that the victim died 11 hours after being mowed down by a car after he reprimanded the driver and his friend for playing loud music in the early hours. — Bernama "
https://selangorjournal.my/2023/05/188-civil-servants-held-for-various-drug-offences-in-first-four-months-of-2023/,188 civil servants held for various drug offences in first four months of 2023,2023-05-04T21:02:42+08:00,"KUALA LUMPUR, May 4 — Police have arrested a total of 188 civil servants for various drug-related offences in the first four months of this year. The Bukit Aman Narcotics Crime Investigation Department (NCID) posted a statement on Facebook that, of the total, four were detained under Section 3(1) of the Dangerous Drugs (Special Preventive Measures) Act 1985. It said that the 188 civil servants were among 62,132 individuals held for various drug and poison offences during that period, in addition to seizing various types of drugs as well as ketum leaves and water worth RM213 million. “During that period, the NCID also seized various types of drugs weighing 7,917 kilogrammes (kg), 1,397 litres of various liquid drugs, 31,856 kg of ketum leaves and 21,243 litres of ketum water. “The NCID also crippled a total of 118 syndicates involving 366 arrests as well as exposed four drug labs and arrested four chemists. It also confiscated various assets belonging to the syndicates worth RM32.8 million, while RM2.7 million in assets were forfeited,” it added in the statement. The NCID also said that a total of 2,669 hardcore addicts who are repeat offenders had been charged under Section 39C of the Dangerous Drugs Act 1952, with 1,533 of them convicted during that period. The NCID said that during that period, a total of 25,331 investigation papers were opened and, of the total, 22,753 were charged in court. — Bernama "
https://selangorjournal.my/2023/05/mother-remanded-for-sexual-assault-on-her-son/,Mother remanded for sexual assault on her son,2023-05-04T20:57:23+08:00,"KUALA LUMPUR, May 4 — A woman was remanded for five days starting yesterday to assist investigations into a case of physical sexual assault against her 14-year-old son. Kuala Selangor District police chief Supt Ramli Kasa said the 33-year-old suspect was remanded to allow further investigations under Section 14 of the Sexual Offences Against Children Act 2017 and Section 5 of the same act. He said the suspect was arrested at her home in Puncak Alam, Shah Alam, Selangor on Tuesday after police received a report from an officer of the Social Welfare Department (JKM) who received information about the act (abuse) through a video obtained from an unknown person. “As soon as the report was made, police arrested the woman and confiscated the mobile phone used to record the video. “Investigations revealed that the victim was the third of five siblings and the incident took place in a room of the suspect’s home and it is believed that the video was recorded in November last year,” he said when contacted by Bernama TV here today. He said initial investigations also revealed that the husband of the woman involved is currently serving a prison sentence, while a urine test on the woman found her negative for drugs. Ramli, meanwhile, said that all the suspect’s children aged between 9 to 17 are now under the care of JKM. — Bernama "
https://selangorjournal.my/2023/05/ex-workshop-owner-jailed-17-years-for-culpable-homicide-in-death-of-girlfriends-son/,Ex-workshop owner jailed 17 years for culpable homicide in death of girlfriend’s son,2023-05-03T20:21:52+08:00,"PUTRAJAYA, May 3 — The former owner of a workshop has been sentenced to 17 years in jail by the Court of Appeal for culpable homicide not amounting to the murder of his girlfriend’s two-year-old son, almost 10 years ago. Mohd Hisham Mat Yunus, 52, was initially convicted and sentenced to death by the High Court for murdering Muhamad Umar Haiqal Mohd Hazlee. His lawyer Datuk Hisyam Teh Poh Teik today informed the three-member panel of judges led by Justice Datuk Seri Kamaludin Md Said that the Attorney-General’s Chambers accepted his client’s representation for the charge to be reduced to culpable homicide not amounting to murder. He asked the court to set aside Mohd Hisham’s murder conviction under Section 302 of the Penal Code and substitute it with a conviction under Section 304 (a) for culpable homicide not amounting to murder. Deputy public prosecutor Ng Siew Wee confirmed to the court that Mohd Hisham’s representation was accepted. Justice Kamaludin, who presided with Justices Datuk Hadhariah Syed Ismail and Datuk Ahmad Zaidi Ibrahim, then set aside Mohd Hisham’s conviction for murder and substituted it with culpable homicide not amounting to murder and imposed a 17-year imprisonment. He ordered Mohd Hisham to begin his jail sentence from the date of his arrest on June 24, 2013. He told Mohd Hisham that he should consider himself very lucky as he had been spared the death sentence. Mohd Hisham, who has three wives and five children, was found guilty and sentenced to death by the High Court on February 22, 2019, for killing the child in a room at the Commonwealth Forest Park & Resort, KM23, Jalan Kuala Lumpur-Rawang, Selangor between 2pm on May 9, 2013, and 4.30am on June 2, 2013. The facts of the case revealed that the child’s mother, a divorcee, had befriended Mohd Hisham through the social media platform. The woman has another child who was four years old in 2013. The boy’s mother gave evidence in the High Court that during a stay in the hotel, Mohd Hisyam did not like her having a bath with the boy together as he said it was against Islamic religious teachings and he took over that duty. The mother testified that she heard her son crying when Mohd Hisham bathed him in the bathroom, which was locked. She also said Mohd Hisham had soaked her son in a pail filled with water and ice and left him alone all night in the bathroom. She said his reason for doing so was to get rid of evil spirits in the child’s body. The mother said that on June 2, 2013, she saw Mohd Hisham giving cardiopulmonary resuscitation to her son, who was lying motionless. Later that day, the woman, her daughter and Mohd Hisham took the body in a car for burial in a jungle at Bukit Brinchang, Cameron Highlands. The mother lodged a police report about her son’s death after she and her daughter escaped from the hotel room when Mohd Hisham went shopping. Mohd Hisham was subsequently arrested and led police to the boy’s body. Lawyers Badrul Hisham Sani and Low Wei Loke represented Mohd Hisham. — Bernama "
https://selangorjournal.my/2023/05/siti-bainun-sentenced-to-22-years-in-jail-for-neglect-abuse-of-down-syndrome-girl-bella/,"Siti Bainun sentenced to 22 years in jail for neglect, abuse of Down Syndrome girl Bella",2023-05-03T16:33:38+08:00,"KUALA LUMPUR, May 3 — The Sessions Court here today sentenced Rumah Bonda founder Siti Bainun Ahd Razali to a total of 22 years in prison after finding her guilty of neglecting and abusing a teenage girl with Down syndrome, known as Bella. Judge Izralizam Sanusi sentenced her to 10 years in prison for the offence of neglecting the girl and 12 years in prison for the second charge of abusing her. However, the court ordered her to serve the sentences concurrently from today, meaning she will be serving only 12 years in jail. The court also ordered the woman to sign a five-year good behaviour bond, with a local as a guarantor and a surety of RM5,000. Siti Bainun, who arrived at the court complex at 8.27am and accompanied by a woman, was also ordered to carry out 200 hours of community service to be completed within six months serving her time in jail. According to the charges, Siti Bainun was alleged to have neglected and abused a 13-year-old Down syndrome girl causing the victim to suffer physical and emotional injuries in a condominium unit in Wangsa Maju between February and June 2021. The charge, framed under Section 31(1)(a) of the Child Act 2001, provides imprisonment for up to 20 years or a fine of RM50,000 or both, upon conviction. Izralizam, in his judgment, said the act of neglect and abuse is a serious offence and as submitted by the prosecution, Parliament had approved the amendment to the criminal punishment by imposing a heavier punishment. He said the previous 10-year prison sentence had been increased to 20 years, while the fine had been increased from RM10,000 to RM50,000. “The amendment shows the intention of Parliament and the law is to ensure that severe punishment is given to offenders who commit the offence. “The punishment that is handed down needs to reflect the seriousness of the offence committed and show the public, especially parents, guardians and babysitters, not to take the safety and welfare of children lightly,” Izralizam added. He said the public interest factor also needed to be emphasised and in this case, the court found that Bella’s injury was a serious one that left a scar on her. “It not only left a scar in her but also physically. She was not only neglected by the accused to the extent that she suffered serious injuries but the accused was also found to be involved in abusing Bella. “The accused’s actions towards Bella are cruel and she needs to be given a severe punishment to teach a lesson not only to the accused but also to the community that this kind of crime should not be condoned. “The accused is a social activist who is often involved with children. The accused should have shouldered the responsibility as best as possible and not violate the trust given,” said the judge. Earlier during mitigation, Siti Bainun’s lawyer, Mohammad Farhan Maaruf, requested for a lighter sentence on the grounds that his client could change and should be given a second chance. “If a long prison sentence is imposed on the accused, it will prejudice the mothers who depend on her. The facilities in the prison also cannot accommodate the physical condition of the accused because of her large size and health problems,” he said. Mohammad Farhan requested the court to replace the prison sentence with the maximum fine for both charges against his client. “Throughout the trial, the accused has shown that she is a responsible person in which she has never failed to appear in court because of unreasonable reasons. “I also request the court to take into account that the accused is active in charity and volunteer work, besides considering that this is the accused’s first offence,” he said. Meanwhile, deputy public prosecutor Zahida Zakaria said the accused had been convicted of a very serious offence of neglecting and abusing a child with disabilities. “A vulnerable and helpless child needs society and the law to protect their interests. The punishment must reflect the seriousness and gravity of the offence as a lesson to the public, especially parents, not to take children’s safety for granted,” he said. Zahida said the injuries suffered by Bella were serious with almost all of her body having burn scars, with some to remain for life. “It not only invites physical injury but also affects the victim’s emotions. The accused has been given a court order to care and look after Bella but she has abused the trust given to her by neglecting and ill-treating Bella,” she said. Meanwhile, Izralizam dismissed Siti Bainun’s application for a stay of the execution of the prison sentence pending her appeal at the High Court. The judge said Siti Bainun could not show special and exceptional circumstances for the court to allow a stay of the execution of her prison sentence. “The accused was found guilty in this court and there is no reason for me to suspend the prison sentence imposed on her. The factor that she is taking care of her mother is a personal matter. “The filing of an appeal by the defence attorney is not a justification to allow the application by the accused. In this case, justice can best be served through the immediate execution of the sentence. “Therefore, the accused’s application (for stay) is dismissed and the court ordered her to serve the prison sentence immediately,” he said. Siti Bainun, who appeared calm throughout the proceedings, will be sent to Kajang Prison to serve the sentence. — Bernama   "
https://selangorjournal.my/2023/05/police-find-three-homemade-bombs-in-jalan-klang-lama/,Police find three homemade bombs in Jalan Klang Lama,2023-05-02T21:36:47+08:00,"KUALA LUMPUR, May 2 — Police found three plastic (PVC) pipes that have been modified into homemade bombs inside a shop in Jalan Klang Lama, after receiving a report regarding an explosion at the premises early this morning. Brickfields district police chief ACP Amihizam Shukor said police received a report on the explosion at about 6am, via a phone call from a security guard in the incident area. “An inspection by police found three white PVC pipes that had been modified into explosives and police also discovered the pipes were attached with remote-controlled ‘improvised explosive device (IED)’ which is used to detonate the bomb. “Further investigation by the police also found three fingerprints in the incident site and the closed-circuit camera managed to detect the movements of two male suspects in the area,” he said in a statement today. Amihizam said the case is investigated under Section 6 of the Explosives Act 1957, which carries a maximum prison sentence of seven years and a fine of up to RM10,000 or both if convicted. “Police are requesting the cooperation of the public who have information related to this incident to come to the police station or contact Brickfields police hotline at 03-2297 9222 or Kuala Lumpur police hotline at 03-2115 9999,” he said. — Bernama "
https://selangorjournal.my/2023/05/teenage-couple-in-wheelie-video-detained-in-kuantan/,Teenage couple in ‘wheelie video’ detained in Kuantan,2023-05-01T22:11:11+08:00,"KUANTAN, May 1 — A teenage couple were detained at a house in Balok earlier today, for reckless driving after their alleged ‘wheelie’ stunt on a video clip went viral on social media here yesterday. Kuantan District police chief ACP Wan Mohd Zahari Wan Busu said the teenager and his girlfriend, both aged 17, were detained by a police team from the Kuantan District Traffic Investigation and Enforcement Division between 11.30am and 2.30pm. “Preliminary investigations revealed that the motorcycle belonged to the mother of the teenage boy and had five previous summonses. Both suspects were taken to the Kuantan traffic police station for investigations under Section 42 (1) of the Road Transport Act 1987,” he said today. The minute-long video showed a male rider with a female passenger on a white Honda EX-5 motorcycle doing a ‘wheelie’ along Jalan Chendor heading to Kemaman, Terengganu. — Bernama "
https://selangorjournal.my/2023/04/labourer-charged-with-murder-of-man-at-fast-food-restaurant/,Labourer charged with murder of man at fast food restaurant,2023-04-30T15:19:29+08:00,"PASIR MAS, April 30 — A labourer was charged in the Sessions Court here today with the murder of a man at a fast food restaurant in Rantau Panjang, Kelantan, six years ago. The accused, Saw Kim San, 37, nodded in understanding when the charge was read out to him before Judge Badrul Munir Mohd Hamdy and no plea was recorded as the case falls under the jurisdiction of the High Court. Saw is charged with killing Lee Boon Guan, 39, at the restaurant at 5.58pm on August 17, 2017, under Section 302 of the Penal Code which provides for the death penalty, if convicted. Deputy public prosecutor Ahmad Syafiq Aizat Nazri appeared for the prosecution while the accused was unrepresented. The court set June 15 for the re-mention of the case. — Bernama "
https://selangorjournal.my/2023/04/wheelie-viral-video-labourer-pleads-guilty-to-dangerous-riding/,Wheelie viral video: Labourer pleads guilty to dangerous riding,2023-04-30T15:17:59+08:00,"KOTA BHARU, April 30 — A labourer pleaded guilty in the Magistrate’s Court here today to pulling dangerous stunts while riding a motorcycle with his wife on April 22. The 17-year-old accused submitted his plea after the charge was read before Magistrate Muhammad Fitri Mokhtar. Based on the charge, on April 22 at 12pm, on Jalan Kota Bharu – Kuala Terengganu, the accused was riding a Honda C100B motorcycle when he pulled a ‘wheelie’ (trick whereby a motorcycle is ridden with the front wheel raised off the ground), which was dangerous. The charge was framed under Section 42(1) of the Road Transport Act 1987 (Act 333) and if convicted, the accused could be sentenced to jail not exceeding five years, and fined no less than RM5,000 and no more than RM15,000. The prosecution was handled by deputy public prosecutor Nursyafiqah Mohamad, while the accused was represented by Kelantan National Legal Aid Foundation lawyer Nor Zaimah Mohamed. The court allowed the accused a bail of RM900 in one surety and set June 20 for re-mention. The media previously reported that the married couple were sought by police after a 28-minute long video clip of them pulling a ‘wheelie’ went viral on social media, believed to have taken place near Jalan Pasir Puteh in Kampung Peringat, Kota Bharu. The husband and wife, aged 17 and 16, were arrested at Unit 42 of the Traffic Investigation and Enforcement Division on April 27. — Bernama "
https://selangorjournal.my/2023/04/mum-stepdad-arrested-over-death-of-four-year-old-boy/,"Mum, stepdad arrested over death of four-year-old boy",2023-04-29T17:56:05+08:00,"JOHOR BAHRU, April 29 — A four-year-old boy died at a hospital here yesterday, believed to have been abused by his mother and stepfather. Iskandar Puteri district police chief ACP Rahmat Ariffin said the child was confirmed dead on arrival at the emergency ward of the Hospital Sultanah Aminah, here, at about 8.20am. “The child had injuries to his head, behind both ears, abdomen and both legs. “Following that, a couple comprising the boy’s mother and stepfather, both in their 20s, were arrested at their home in Jalan Aman, Skudai, here, at 1.20pm yesterday,” he said in a statement today. He said the stepfather, who is a security guard, had a previous record, while the woman, who is two months pregnant, also has a six-month-old son. The police also seized a handphone and several tools believed to have been used to abuse the victim, he said. “The couple is on remand, with the man for seven days until May 6, whereas the woman for two days until tomorrow. — Bernama "
https://selangorjournal.my/2023/04/newlyweds-spend-honeymoon-in-lockup-for-peddling-drugs/,Newlyweds spend ‘honeymoon’ in lockup for peddling drugs,2023-04-25T20:20:47+08:00,"IPOH, April 25 — A newlywed couple had to ‘honeymoon’ in the lockup after being arrested at Chikus near Langkap today, on suspicion of drug trafficking. The newlyweds, aged 23 and 24, were arrested by the Narcotics Crime Investigation Division team of the Hilir Perak District police headquarters at 12.30pm today. Hilir Perak District police chief ACP Ahmad Adnan Basri said they were arrested along with 20 plastic packages of suspected drugs worth RM77,000. “Police also seized a suitcase suspected of containing heroin weighing 9.268 kilogrammes. “The drug is believed to be for distribution outside Hilir Perak and can supply nearly 10,000 addicts. The bride and groom were waiting for customers in the mosque parking lot when they were arrested,” he said in a statement today, adding that both suspects also tested positive for methamphetamine. “The two, who got married on Monday (April 24), are unemployed and police are tracking other syndicate members. “A remand order against the suspects will be made tomorrow and the case is being investigated under Section 39B of the Dangerous Drugs Act 1952 and Section 15(1)(a) of the same act,” Ahmad Adnan said. — Bernama "
https://selangorjournal.my/2023/04/boy-iman-three-others-claim-trial-to-cheating-woman/,"Boy Iman, three others claim trial to cheating woman",2023-04-25T18:13:48+08:00,"KUALA LUMPUR, April 25 — Actor and producer Boy Iman is among four individuals charged in the Magistrate’s Court today for cheating a woman in connection with the sale of a booth space at Hooray X Fest Raya festival. Boy Iman, whose real name is Noruliman A Rahman, 43, Nor Azmi Jantan, 49, Norazah Sahud, and Norzana Rapie @ Rafie, both 51, pleaded not guilty after the charge was read out to them before Magistrate Noorelynna Hanim Abd Halim. The four are alleged to have cheated Siti Wardina Basir by inducing her to hand over RM1,500 in the sale or site rental of a booth at the Hooray X Fest Raya event in the World Trade Centre (WTC) Kuala Lumpur at 2.34am on April 19. The charge, under Section 420 of the Penal Code, read with Section 34 of the same code, provides for imprisonment of up to 10 years and whipping, and a fine, upon conviction. Deputy Public Prosecutor Noraisyah Mohamed Zanyuin proposed RM5,000 bail for each accused, however lawyer Mohamad Syakir Mohamad Fawzi, who represented Boy Iman and Nor Azmi, and lawyer Ernest Azad, who represented the other two accused, sought to have the sum reduced. Noorelynna Hanim set bail at RM3,000 with one surety for each of them, ordered the accused to surrender their passport to the court, and fixed June 13 for mention of the case. — Bernama "
https://selangorjournal.my/2023/04/mum-lodges-police-report-against-kindy-on-sons-fatal-fall-into-pool/,Mum lodges police report against kindy on son’s fatal fall into pool,2023-04-23T20:22:52+08:00,"IPOH, April 23 — A woman has accused a private kindergarten here of negligence, claiming that its failure in monitoring her four-year-old son’s movement led to him falling into a swimming pool next door, which resulted in his death. Forty-year-old D. Nilaveni, who is also a trader, said the kindergarten has also yet to explain the actual reason why her son, V. Thanes Nair, was found unconscious in the adult swimming pool on April 17. “Only when my son was at the Chemor Health Clinic was I contacted and told that my son had fallen, but I wasn’t told that my child had actually fallen into a swimming pool,” she told the media when met today, claiming she did not know about the next door premises having a swimming pool. Explaining what occurred on that day, which also happened to be her son’s first day attending a trial class at the kindergarten, Nilaveni said her son was then sent to the Raja Permaisuri Bainun Hospital (HRPB), but claimed that he was already in a critical condition. Her son died at 10.30 am today — six days after the incident. “I am very disappointed because my son was not immediately sent by ambulance for treatment and the kindergarten failed to monitor and take care of my son, who was only four years old, when he was on their premises. How did my son, who was supposed to be under supervision, get to the swimming pool area?” she said. Thanes Nair is the only child of Nilaveni and her husband V. Vijay, 43. “I do not want other children to suffer the same fate as my child. As such, I want the authorities to investigate what actually happened to my son on that fateful day,” she said, adding that they lodged the report a day after the incident (April 18). A spokesman from the Ipoh District police headquarters, when contacted, confirmed receiving the report. Meanwhile, Kinder Labz said in a statement today that the management and its staff are working closely with the authorities. “We can confirm that Thanes was attending a trial class at our school when the tragedy took place at about 10 am on the day of the incident. “The management and staff at Kinder Labz are working closely with the authorities and have given our statements and provided all existing evidence, including CCTV (closed-circuit television) footage to (the) said authorities to facilitate investigations into the matter,” it said. Meanwhile, Ipoh District Police chief ACP Yahaya Hassan said in a statement that the nursery’s principal had lodged a police report at the Chemor Police Station on April 18. He said that preliminary investigations found that the victim was an autistic child who was very active and liked to climb. “According to the nursery, the victim’s mother did not submit any letter stating that the boy was autistic. However, the complainant agreed to allow the victim’s mother to place her child there on trial for two hours,” Yahaya said. According to the complainant’s report, the victim was found in the pool after he was alleged to have disappeared and the complainant had asked the other teaching staff to help give the boy cardiopulmonary resuscitation before sending him to the hospital. “On April 18, surgery was carried out on the victim at HRPB and he also received further treatment at the hospital. This morning, police received information regarding the boy’s death from the hospital authorities. “The cause of death is said to be severe hypoxic ischaemic encephalopathy secondary to drowning with multiorgan failure,” he said, adding the case has been classified under Section 31(1)(a) of the Child Act 2001. — Bernama "
https://selangorjournal.my/2023/04/lemang-seller-held-for-assaulting-man-over-uncooked-delicacy/,Lemang seller held for assaulting man over uncooked delicacy,2023-04-23T16:23:41+08:00,"MELAKA, April 23 — A lemang seller was arrested for assaulting a buyer, who claimed that he had bought lemang which was not properly cooked, in an incident at a roadside stall on Jalan Bukit Beruang Utama, near a petrol station on Friday (April 21). Melaka Tengah district police chief, ACP Christopher Patit, said in the 8pm incident, the victim, a 61-year-old military veteran, suffered injuries to his left ear and right hand, due to being hit with a hollowed bamboo stick, and was treated at Melaka Hospital. Before the incident, the victim went to the lemang stall to exchange lemang which he had bought in the morning because it was found to be not properly cooked. “Upon arriving at the stall, the victim claimed that he had shown the uncooked lemang he bought to the 40-year-old seller, but the latter refused to look at it. “The lemang seller then split open one of the lemang bought by the complainant, and showed that the lemang was fully cooked before a verbal fight ensued between them which led to the alleged assault,” he said in a statement here today. Patit said during the incident, the lemang seller also hit the victim with a bamboo stick on the left ear and right hand. The initial investigation found that the incident occurred as the suspect claimed that the victim threw the uncooked lemang at him, making him angry. He claimed that the victim also wanted to upload a video of the incident, which was recorded so that people would not come to his stall. The suspect was then arrested at Jalan Kota at about 12.15am on Saturday (April 22), but was released on police bail after his statement was recorded. Patit said the investigation is ongoing, and the investigation papers will be referred to the Deputy Public Prosecutor for further action. Yesterday, a 29-second long video clip of the incident went viral on social media, showing the action of the lemang seller assaulting the victim with a bamboo stick and hurling abusive words. — Bernama "
https://selangorjournal.my/2023/04/woman-found-by-roadside-in-suspected-rape-case/,Woman found by roadside in suspected rape case,2023-04-20T12:07:38+08:00,"IPOH, April 20 — Police arrested a man on suspicion of raping a woman who was found injured and in a traumatic state at Jalan Kamaruddin Isa, Fair Park near here last night. Ipoh district police chief ACP Yahaya Hassan said the 38-year-old victim was found by members of the public who later lodged a police report. “A police team from the Sungai Senam Police Station rushed to the scene to assist the victim. “Preliminary investigation found that the woman was raped in her home by an unknown man. The victim managed to escape from the scene and suffered injuries to her legs due to falling from a high place,” he said in a statement here. Yahaya said police later arrested a 43-year-old local man at the victim’s house and seized several weapons, such as scissors, a knife and a wrecking bar. He said the suspect has previous drug records and tested positive for methamphetamine. “The case is being investigated under Section 376 of the Penal Code, and the suspect has been remanded for seven days until April 25 for further investigation,” he said. — Bernama "
