Title,Summary,Link,Author,Published Date,Published Time
"Nothing moved in 1MDB without Najib's approval, Jasmine Loo tells court","KUALA LUMPUR: Datuk Seri Najib Razak's approval was required before any move could be made in the operations of 1Malaysia Development Bhd (1MDB) due to his positions in the government and the company, the High Court here heard.",https://www.thestar.com.my/news/nation/2024/02/28/nothing-moved-in-1mdb-without-najib039s-approval-jasmine-loo-tells-court,Nurbaiti Hamdan,28 Feb 2024,04:26 PM
"No criminal elements in case of boy found drowned in PJ, say cops","KUALA LUMPUR: The police found no criminal elements in the case of a boy found drowned in a recreational lake in Sea Park, Petaling Jaya, on Tuesday (Feb 27).",https://www.thestar.com.my/news/nation/2024/02/29/no-criminal-elements-in-case-of-boy-found-drowned-in-pj-say-cops,N/A,29 Feb 2024,08:17 AM
"MACC is still looking for Muhyiddin's son-in-law, says Azam",KUALA LUMPUR: The Malaysian Anti-Corruption Commission (MACC) is actively communicating with authorities to locate businessman Datuk Seri Muhammad Adlan Berhan.,https://www.thestar.com.my/news/nation/2024/02/29/macc-is-still-looking-for-muhyiddin039s-son-in-law-says-azam,Fazleeana Aziz,29 Feb 2024,02:16 PM
"Ministers involved in corruption must be dropped from Cabinet, says Anwar",KUALA LUMPUR: Datuk Seri Anwar Ibrahim said that any member of his Cabinet found involved in corrupt practices must be dismissed from their positions to save the country from corruption.,https://www.thestar.com.my/news/nation/2024/02/29/ministers-involved-in-corruption-must-be-dropped-from-cabinet-says-anwar,N/A,29 Feb 2024,02:43 PM
"Rise in statutory rape due to failure of civil law, says PAS MP","KUALA LUMPUR: The rise in statutory rape cases nationwide is due to the failure of civil law, says a PAS MP.",https://www.thestar.com.my/news/nation/2024/02/29/rise-in-statutory-rape-due-to-failure-of-civil-law-says-pas-mp,"Gerard Gimino, Martin Carvalho, Teh Athira Yusof",29 Feb 2024,05:20 PM
"Dog owner fined RM15,000 for negligence","KUALA LUMPUR: The owner of a dog that was hit by his neighbour was fined RM15,000 by the Ampang Sessions Court here for failing to take care of the animal's welfare.",https://www.thestar.com.my/news/nation/2024/02/29/dog-owner-fined-rm15000-for-negligence,Nurbaiti Hamdan,29 Feb 2024,05:34 PM
Apex court sets May 14 to hear Apandi Ali's bid for leave to appeal dismissal of defamation lawsuit,PUTRAJAYA: The Federal Court has set May 14 to hear former attorney general (AG) Tan Sri Mohamad Apandi Ali’s application to obtain leave to pursue his appeal against the Court of Appeal's decision to dismiss his RM10mil defamation lawsuit against DAP veteran Tan Sri Lim Kit Siang.,https://www.thestar.com.my/news/nation/2024/04/08/apex-court-sets-may-14-to-hear-apandi-ali039s-bid-for-leave-to-appeal-dismissal-of-defamation-lawsuit,N/A,8 Apr 2024,03:53 PM
"Israeli ‘spy’ to be charged tomorrow, says IGP",KUALA LUMPUR: The Israeli man caught at a hotel here with six guns and over 200 bullets will be charged in court on Friday.,https://www.thestar.com.my/news/nation/2024/04/11/israeli-spy-to-be-charged-tomorrow-says-igp,Austin Camoens,11 Apr 2024,02:32 PM
Love scam cases involving men largely go unreported (Poll Inside),"PETALING JAYA: While most love scam victims are females, male victims are also on the rise, say police.",https://www.thestar.com.my/news/nation/2024/04/29/guys-deserve-justice-too,Austin Camoens,29 Apr 2024,07:00 AM
MACC shifts into high gear,PETALING JAYA: The Malaysian Anti-Corruption Commission (MACC) is in the midst of getting more information on the recent seizure of four Bugatti Veyron in Germany.,https://www.thestar.com.my/news/nation/2024/04/29/macc-shifts-into-high-gear,N/A,29 Apr 2024,07:00 AM
Indonesian mastermind behind illegal cosmetics held,PUTRAJAYA: A 50-year-old Indonesian woman suspected of masterminding the online sale of cosmetic and beauty products without approval from the Health Ministry has been detained by the Immigration Department.,https://www.thestar.com.my/news/nation/2024/04/29/indonesian-mastermind-behind-illegal-cosmetics-held,N/A,29 Apr 2024,07:00 AM
South-East Asia must not become safe haven for human traffickers: says Indonesia,"Foreign Minister Retno Marsudi affirmed that Indonesia must join multilateral efforts to prevent Southeast Asia from becoming a haven for human traffickers targeting Indonesian citizens, reported Antara news agency.",https://www.thestar.com.my/aseanplus/aseanplus-news/2024/04/29/south-east-asia-must-not-become-safe-haven-for-human-traffickers-says-indonesia,N/A,29 Apr 2024,06:23 PM
MCMC looking to regulate social media for under 13s,"PETALING JAYA: The Malaysian Communications and Multimedia Commission (MCMC) will work with social media platforms to regulate the issue of social media use among children below 13, says Deputy Communications Minister Teo Nie Ching.",https://www.thestar.com.my/news/nation/2024/04/30/mcmc-looking-to-regulate-social-media-for-under-13s,Ragananthini Vethasalam Raga Thestar.Com.My,30 Apr 2024,07:00 AM
"Seized supercars in Germany may belong to Jho Low, two others involved in 1MDB, say sources","PUTRAJAYA: The four Buggati Veyron supercars seized by German authorities recently are believed to have links with three individuals, one of whom is Jho Low.",https://www.thestar.com.my/news/nation/2024/04/30/seized-supercars-in-germany-may-belong-to-jho-low-two-others-involved-in-1mdb-say-sources,Mazwin Nik Anis,30 Apr 2024,11:28 AM
Papagomo held for allegedly insulting King,"PUTRAJAYA: Political activist Wan Muhammad Azri Wan Deris, better known as Papagomo, has been detained for allegedly insulting His Majesty Sultan Ibrahim, King of Malaysia.",https://www.thestar.com.my/news/nation/2024/04/30/papagomo-held-for-allegedly-insulting-king,Farik Zolkepli,30 Apr 2024,02:54 PM
Ex-policemen's death sentences commuted to 40 years in jail for killing mechanic,PUTRAJAYA: Two former policemen escaped the gallows after the Federal Court’s three-member panel on Tuesday (April 30) commuted the death sentences imposed on them to 40 years in jail for the murder of an Indonesian mechanic 18 years ago.,https://www.thestar.com.my/news/nation/2024/04/30/ex-policemen039s-death-sentences-commuted-to-40-years-in-jail-for-killing-mechanic,N/A,30 Apr 2024,02:44 PM
"KKB polls: 'Don't be a sexist,' Fahmi tells Afif over 'proxy' remarks",KUALA LUMPUR: Communications Minister Fahmi Fadzil has slammed Bersatu supreme council member Dr Afif Bahardin for making sexist remarks against Pakatan Harapan’s Kuala Kubu Baharu by-election candidate Pang Sock Tao.,https://www.thestar.com.my/news/nation/2024/04/30/kkb-polls-039don039t-be-a-sexist039-fahmi-tells-afif-over-039proxy039-remarks,Santhakumar A L,30 Apr 2024,06:33 PM
It’s time to change to a healthy lifestyle,BUTTERWORTH: Health and safety of the community remain the priority for frontliners even though the Covid-19 pandemic has eased up.,https://www.thestar.com.my/news/nation/2024/05/01/its-time-to-change-to-a-healthy-lifestyle,Imran Hilmy Imran Thestar.Com.My,1 May 2024,07:00 AM
Papagomo remanded two days until May 2,"PETALING JAYA: Blogger Wan Muhammad Azri Wan Deris, also known as Papagomo, has been remanded for two days until Thursday (May 2).",https://www.thestar.com.my/news/nation/2024/05/01/papagomo-remanded-two-days-until-may-2,Justin Zack,1 May 2024,11:56 AM
Major drug bust in KL,KUALA LUMPUR: Police seized 320kg of syabu (methamphetamine) worth RM11.5mil from two men in a raid at a house in Setiawangsa here.,https://www.thestar.com.my/news/nation/2022/12/29/major-drug-bust-in-kl,N/A,29 Dec 2022,07:00 AM
KL cops uncover fraud syndicate with arrest of seven,"KUALA LUMPUR: The police uncovered a syndicate that used a platform to buy and sell goods to dupe victims into downloading an Android Package Kit (APK) before “siphoning out” their money, with the arrest of seven men during a raid on two premises in Jalan Tun Razak here.",https://www.thestar.com.my/news/nation/2023/03/22/kl-cops-uncover-fraud-syndicate-with-arrest-of-seven,N/A,22 Mar 2023,11:53 PM
"Abetting suicide attempts may be a criminal offence, says Azalina","KUALA LUMPUR: Those who abet suicide attempts may face between 10 and 20 years in jail in the near future, says Datuk Seri Azalina Othman Said (pic).",https://www.thestar.com.my/news/nation/2023/04/04/abetting-suicide-may-be-criminal-offence-following-newly-tabled-bills,"Martin Carvalho, Tarrence Tan, Junaid Ibrahim",4 Apr 2023,02:54 PM
Bukit Aman receiving two new department directors this May,"KUALA LUMPUR: Bukit Aman will receive two new department directors at the Royal Malaysian Police (PDRM) headquarters in May, PDRM secretary Datuk Noorsiah Saaduddin said.",https://www.thestar.com.my/news/nation/2023/04/14/bukit-aman-receiving-two-new-department-directors-this-may,N/A,14 Apr 2023,05:39 PM
Former Perlis MB's false claims case transferred to KL Sessions Court,"KANGAR: The case of former Perlis mentri besar Datuk Seri Azlan Man, who faces five counts of submitting false claims amounting to RM1.185mil for his trip to England from 2013 to 2017, has been transferred to the Kuala Lumpur Sessions Court.",https://www.thestar.com.my/news/nation/2023/05/12/former-peris-mb039s-false-claims-case-transferred-to-kl-sessions-court,Imran Hilmy,12 May 2023,10:14 AM
Fishmonger nabbed for trafficking drugs worth RM3.2mil,KUALA LUMPUR: A fishmonger’s trick of stashing drugs in his luxury car and bungalow were exposed when he was arrested in a police operation n Selayang near here.,https://www.thestar.com.my/news/nation/2023/05/22/fishmonger-nabbed-for-trafficking-drugs-worth-rm32mil,Santhakumar A L,22 May 2023,05:15 PM
"Good show on getting Tier 2, but do more","PETALING JAYA: The government should continue working closely with all stakeholders to strengthen efforts in combating human trafficking issues, including overseas job scams by organised crime syndicates in the region, says MCA.",https://www.thestar.com.my/news/nation/2023/06/17/good-show-on-getting-tier-2-but-do-more,N/A,17 June 2023,12:12 PM
‘Be clear on human trafficking’,"KUALA LUMPUR: The improved standing in the US State Depart­ment’s Trafficking in Persons (TIP) report serves as a catalyst for the country to be more strategic and decisive when dealing with the issue, says Datuk Seri Mohamed Nazri Abdul Aziz.",https://www.thestar.com.my/news/nation/2023/06/18/be-clear-on-human-trafficking,"Nik Mazwin, Binti Nik Anis",18 June 2023,07:00 AM
‘High rise’ of criminal activity in condos,"KUALA LUMPUR: With the rise of criminal activity inside high-rise apartments, fighting and detecting these “vertical” crimes are a bigger challenge than combating crime on ground level, says the city’s top cop.",https://www.thestar.com.my/news/nation/2023/06/25/high-rise-of-criminal-activity-in-condos,N/A,25 June 2023,07:00 AM
The Hague court to rule on Sulu award,KUALA LUMPUR: The Hague Court of Appeal in the Netherlands will decide today on the Sulu claimants’ application for the recognition and enforcement of a purported arbitral award of US$14.9bil (RM62.59bil) issued against Malaysia in February last year.,https://www.thestar.com.my/news/nation/2023/06/27/the-hague-court-to-rule-on-sulu-award,N/A,27 June 2023,07:00 AM
"Mahathir's statement legally groundless, says Ramkarpal","KUALA LUMPUR: Tun Dr Mahathir Mohamad’s statement claiming that it is unconstitutional to promote Malaysia as a multiracial country is legally groundless, says Deputy Minister of Law and Institutional Reform Ramkarpal Singh.",https://www.thestar.com.my/news/nation/2023/07/05/mahathir039s-statement-legally-groundless-says-ramkarpal,N/A,5 July 2023,03:06 PM
"Dr M’s statement is legally groundless, says Ramkarpal","KUALA LUMPUR: Tun Dr Mahathir Mohamad’s statement claiming that it is unconstitutional to promote Malaysia as a multiracial country is legally groundless, says Deputy Minister in the Prime Minister’s Department (Law and Institutional Reforms) Ramkarpal Singh.",https://www.thestar.com.my/news/nation/2023/07/06/dr-ms-statement-is-legally-groundless-says-ramkarpal,N/A,6 July 2023,07:00 AM
Cybersecurity expo launched with MoU signing,"KUALA LUMPUR: Velum Labs Sdn Bhd (Velum Labs), a subsidiary of Sapura Group and the National Cyber Security Agency (NACSA) today sealed an agreement to collaborate on the sharing of cyber intelligence and implementation models to strategically strengthen, promote and develop national cyber capabilities.",https://www.thestar.com.my/starpicks/2023/07/10/cybersecurity-expo-launched-with-mou-signing,N/A,10 July 2023,08:07 PM
Chinese students take in our shores,KUALA LUMPUR: About 50 Chinese students are having a whale of a time in the city as part of their study tour to Malaysia and Singapore.,https://www.thestar.com.my/news/nation/2023/08/04/chinese-students-take-in-our-shores,Simon Khoo Newsdesk Thestar.Com.My,4 Aug 2023,07:00 AM
NFCorp chairman grateful to be exonerated by court after 12 years,PETALING JAYA: National Feedlot Corporation Sdn Bhd chairman Datuk Seri Dr Mohamad Salleh Ismail has expressed thanks to the High Court for exonerating him and his family of misusing the RM250mil loan granted to the company.,https://www.thestar.com.my/news/nation/2023/10/14/nfcorp-chairman-grateful-to-be-exonerated-by-court-after-12-years,N/A,14 Oct 2023,06:20 PM
Cops detect foreign-owned entertainment outlets in Klang Valley,KUALA LUMPUR: Bukit Aman has detected entertainment outlets owned by foreigners following raids at four outlets in Kompleks Wilayah on Sunday (Oct 15).,https://www.thestar.com.my/news/nation/2023/10/16/cops-detect-foreign-owned-entertainment-outlets-in-klang-valley,Farik Zolkepli,16 Oct 2023,02:27 PM
Thousands gather at Dataran Merdeka for ‘Freedom for Palestine’ rally,KUALA LUMPUR: Thousands of Malaysians of all races gathered to show their solidarity with the Palestinian people and call for an end to the armed strikes by Israeli forces in a peaceful rally at Dataran Merdeka on Sunday (Oct 22).,https://www.thestar.com.my/news/nation/2023/10/22/thousands-gather-at-dararan-merdeka-for-freedom-for-palestine-rally,"Charles Ramendran, Mohd Farik Zolkepli",22 Oct 2023,05:37 PM
Probe into MYAirline expands to uncover more offences,"KUALA LUMPUR: Investigators are looking at other possible offences, including the abuse of investor funds, in their probe into MYAirline.",https://www.thestar.com.my/news/nation/2023/10/25/probe-into-myairline-expands-to-uncover-more-offences,Farik Zolkepli Farik Thestar.Com.My,25 Oct 2023,07:00 AM
KL cops to dispose of drugs seized from 2001 to 2021,KUALA LUMPUR: Twenty years' worth of drugs seized by the city's police will be disposed of following the completion of the legal process.,https://www.thestar.com.my/news/nation/2023/10/25/kl-cops-to-dispose-of-drugs-seized-from-2001-to-2021,Justin Zack,25 Oct 2023,12:42 PM
Motorist with criminal record held over fatal crash in Serendah,"KUALA LUMPUR: A motorist involved in a deadly accident near Serendah on Thursday (Oct 26) has been detained to assist in the investigation of the incident, which claimed three lives.",https://www.thestar.com.my/news/nation/2023/10/27/motorist-with-criminal-record-held-over-fatal-crash-in-serendah,N/A,27 Oct 2023,04:32 PM
"Four suspects remanded in MYAirline, i-Serve probe",KUALA LUMPUR: The latest four suspects detained in connection with the investigation into MYAirline and i-Serve have been remanded.,https://www.thestar.com.my/news/nation/2023/10/28/four-suspects-remanded-in-myairline-i-serve-probe,N/A,28 Oct 2023,07:00 AM
Issues remain in extraditing Sirul,"KUALA LUMPUR: The extradition agreement between Malaysia and Australia can only be invoked on former policeman Sirul Azhar Umar if his death penalty sentence is commuted to life imprisonment, says the Home Minister.",https://www.thestar.com.my/news/nation/2023/11/15/issues-remain-in-extraditing-sirul,N/A,15 Nov 2023,07:00 AM
"Unapproved meds and cosmetics worth RM400,000 seized locally as part of Interpol worldwide ops","PETALING JAYA: Unregistered medication, cosmetics and pharmaceutical products worth over RM400,000 have been seized in Malaysia by local authorities as part of the Interpol-coordinated worldwide Operation Pangea XVI.",https://www.thestar.com.my/news/nation/2023/12/27/unapproved-meds-and-cosmetics-worth-rm400000-seized-locally-as-part-of-interpol-worldwide-ops,Ragananthini Vethasalam,27 Dec 2023,03:46 PM
Mother who saw son sexually assault 12-year-old daughter but did not report it pleads guilty,"SINGAPORE: A mother who witnessed her son, 20, sexually assaulting her 12-year-old daughter in their flat did not report it to the police and merely reminded him that she is his younger sister.",https://www.thestar.com.my/aseanplus/aseanplus-news/2024/01/16/mother-who-saw-son-sexually-assault-12-year-old-daughter-but-did-not-report-it-pleads-guilty,N/A,16 Jan 2024,04:36 PM
"Singapore: Mother who saw son sexually assault daughter, then 12, but did not report it, pleads guilty",A mother who witnessed her son sexually assaulting her then 12-year-old daughter in their flat did not report it to the police and merely reminded him that the girl was his younger sister.,https://www.thestar.com.my/aseanplus/aseanplus-news/2024/01/16/singapore-mother-who-saw-son-sexually-assault-daughter-then-12-but-did-not-report-it-pleads-guilty,"Nadine Chua, The Straits Times",16 Jan 2024,09:18 PM
PKR Youth lodges police report against Dr M over 'loyalty' remarks,KUALA LUMPUR: PKR Youth has filed a police report against former prime minister Tun Dr Mahathir Mohamad over his remarks suggesting that the Indian community in Malaysia is not fully loyal to the country.,https://www.thestar.com.my/news/nation/2024/01/18/pkr-youth-lodges-police-report-against-dr-m-over-039loyalty039-remarks,N/A,18 Jan 2024,09:09 PM
Lured by fake Hong Kong job offer,"PETALING JAYA: Another Malaysian has fallen victim to the infamous Myanmar KK Garden job scam syndicate after accepting an offer of US$4,000 (RM18,852) to work in Hong Kong for four days.",https://www.thestar.com.my/news/nation/2024/01/19/lured-by-fake-hong-kong-job-offer,Fazleena Aziz,19 Jan 2024,07:00 AM
"Cops seize drug-laced juice worth nearly RM500,000 in Cheras, Kajang",KUALA LUMPUR: A syndicate supplying drug-laced juice to entertainment outlets and private parties has been busted with the seizure of almost half a million ringgit worth of narcotics.,https://www.thestar.com.my/news/nation/2024/01/19/cops-seize-drug-laced-juice-worth-nearly-rm500000-in-cheras-kajang,Farik Zolkepli,19 Jan 2024,12:45 PM
Bukit Aman: Sabah drug ring kingpin and members to be charged soon,"KUALA LUMPUR: Members of the biggest drug syndicate in Sabah including its alleged ringleader, who has a Datuk title, will be prosecuted soon, says Bukit Aman's Narcotics Crime Investigation Department (NCID) director.",https://www.thestar.com.my/news/nation/2024/01/19/bukit-aman-sabah-drug-ring-kingpin-and-members-to-be-charged-soon,Farik Zolkepli,19 Jan 2024,12:53 PM
Hardened criminal caught after necklace grab in Shah Alam,KUALA LUMPUR: A man with an extensive criminal record of 25 offences was one of two suspects arrested after a woman was robbed in front of her house in Shah Alam last Saturday.,https://www.thestar.com.my/news/nation/2024/01/19/hardened-criminal-caught-after-necklace-grab-in-shah-alam,N/A,19 Jan 2024,09:18 PM
Bukit Aman team rounds up over 100 suspected gang members in Klang,KUALA LUMPUR: More than 100 suspected gang members were detained following a special Bukit Aman CID operation in Klang.,https://www.thestar.com.my/news/nation/2024/01/21/bukit-aman-team-rounds-up-over-100-suspected-gang-members-in-klang,Farik Zolkepli,21 Jan 2024,05:30 PM
"Nearly 500 impersonation scams with RM2.5mil in total losses detected in 2023, says the police","KUALA LUMPUR: The police have detected 494 cases of impersonation scams involving losses totalling RM2.5 million throughout last year, says Comm Datuk Seri Ramli Mohamed Yoosuf.",https://www.thestar.com.my/news/nation/2024/01/21/nearly-500-impersonation-scams-with-rm25mil-in-total-losses-detected-in-2023-says-the-police,N/A,21 Jan 2024,09:23 PM
Invest in public parks as living assets we all share,"A letter from DR MOHD SALLEHUDIN MAT NOOR, Universiti Putra Malaysia.",https://www.thestar.com.my/metro/views/2024/01/22/invest-in-public-parks-as-living-assets-we-all-share,N/A,22 Jan 2024,07:00 AM
Devotees urged to bring less and take their waste home,"Devotees and family members offering palkudam (milk pots) are urged not to bring items such as flowers and fruits to Batu Caves, Selangor, this Thaipusam.",https://www.thestar.com.my/metro/metro-news/2024/01/23/devotees-urged-to-bring-less-and-take-their-waste-home,Sheila Sri Priya,23 Jan 2024,07:00 AM
KL cops confirm receiving report against Chegubard,KUALA LUMPUR: Kuala Lumpur police chief Comm Datuk Allaudeen Abdul Majid has confirmed receiving a police report on Chegubard's allegation that three Perikatan Nasional representatives were summoned for an audience with the Yang di-Pertuan Agong on Tuesday (Jan 23).,https://www.thestar.com.my/news/nation/2024/01/23/kl-cops-confirm-receiving-report-against-chegu-bard,Santhakumar A L,23 Jan 2024,10:05 PM
Decisive action needed to stop the war in Palestine,FROM MOHAMAD HAJI HASAN,https://www.thestar.com.my/opinion/letters/2024/01/24/decisive-action-needed-to-stop-the-war-in-palestine,N/A,24 Jan 2024,05:59 PM
"Najib accountable for his actions, court told","KUALA LUMPUR: Datuk Seri Najib Razak is accountable for his every action as the prime minister, finance minister and chairman of the board of advisors of 1Malaysia Development Bhd (1MDB), the High Court was told on Friday (Jan 26).",https://www.thestar.com.my/news/nation/2024/01/26/najib-accountable-for-his-actions-court-told,Nurbaiti Hamdan,26 Jan 2024,02:22 PM
Housewife loses RM4mil to investment scam,KUALA LUMPUR: A housewife lost RM4mil  after being tricked into participating in a non-existent stock investment scheme that promised lucrative returns of up to 380%.,https://www.thestar.com.my/news/nation/2024/01/26/housewife-loses-rm4mil-to-investment-scam,N/A,26 Jan 2024,03:19 PM
"88 CBT cases by lawyers involving RM88.3mil in losses since 2021, says CCID chief","KUALA LUMPUR: A total of 88 criminal breach of trust (CBT) cases committed by lawyers were recorded resulting in RM88.3mil in losses between 2021 and last year, says Comm Datuk Seri Ramli Mohamed Yoosuf.",https://www.thestar.com.my/news/nation/2024/01/26/88-cbt-cases-by-lawyers-involving-rm883mil-in-losses-since-2021-says-ccid-chief,Farik Zolkepli,26 Jan 2024,03:36 PM
ID key to a bright future,"KUALA LUMPUR: It is almost 1am and yet children can be seen laughing and playing around Lorong Haji Taib 2, which is located at the infamous Chow Kit area.",https://www.thestar.com.my/news/nation/2024/02/13/id-key-to-a-bright-future,N/A,13 Feb 2024,07:00 AM
"Dr M being treated at IJN, trial of defamation suit against Zahid postponed","KUALA LUMPUR: The hearing of former prime minister Tun Dr Mahathir Mohamad’s suit against Datuk Seri Dr Ahmad Zahid Hamidi over alleged defamatory statements regarding the ""kutty"" issue has been postponed to July 19.",https://www.thestar.com.my/news/nation/2024/02/13/dr-m-being-treated-at-ijn-trial-of-defamation-suit-against-zahid-postponed,Imran Hilmy,13 Feb 2024,12:43 PM
"1MDB trial: Jho Low wanted to be known as Najib's proxy, says Jasmine Loo",KUALA LUMPUR: The High Court here was told that fugitive businessman Low Taek Jho or Jho Low often used his influence as someone close to Datuk Seri Najib Razak and wanted the 1Malaysia Development Berhad (1MDB) management to identify him as former prime minister’s proxy.,https://www.thestar.com.my/news/nation/2024/02/13/1mdb-trial-jho-low-wanted-to-be-known-as-najib039s-proxy-says-jasmine-loo,N/A,13 Feb 2024,08:46 PM
Tun M admitted to IJN for treatment of infection,KUALA LUMPUR: Former prime minister Tun Dr Mahathir Mohamad has been admitted to the National Heart Institute (IJN) for treatment of an infection.,https://www.thestar.com.my/news/nation/2024/02/13/tun-m-admitted-to-ijn-for-treatment-of-infection,N/A,13 Feb 2024,09:27 PM
Public urged to be vigilant against fake syariah schemes,KUALA LUMPUR: A retiree lost a whopping RM1.93mil after investing in a scheme that claimed to be syariah-compliant.,https://www.thestar.com.my/news/nation/2024/02/14/public-urged-to-be-vigilant-against-fake-syariah-schemes,N/A,14 Feb 2024,07:00 AM
Witness: Abu Kassim replaced to shield Najib from 1MDB probe,"KUALA LUMPUR: Tan Sri Abu Kassim Mohamed was replaced as the Malaysian Anti-Corruption chief commissioner to protect Datuk Seri Najib Razak from being investigated and charged in connection with the 1Malaysia Development Berhad (1MDB) scandal in 2016, the High Court heard.",https://www.thestar.com.my/news/nation/2024/02/14/witness-abu-kassim-replaced-to-shield-najib-from-1mdb-probe,"Nik Mazwin, Binti Nik Anis",14 Feb 2024,07:00 AM
"1MDB trial: Jho Low claims to have proof he acted on Najib's behest, says witness","KUALA LUMPUR: Former 1Malaysia Development Bhd (1MDB) general counsel testified that fugitive businessman Low Taek Jho, or Jho Low, claimed he has proof that his actions were done with Datuk Seri Najib Razak's knowledge.",https://www.thestar.com.my/news/nation/2024/02/14/1mdb-trial-jho-low-claims-to-have-proof-he-acted-on-najib039s-behest-says-witness,Nurbaiti Hamdan,14 Feb 2024,04:17 PM
"Selangor Ruler's decree will cool rising heat over apex court ruling, says PM","KUALA LUMPUR: The decree by Selangor Ruler Sultan Sharafuddin Idris Shah could put to rest political criticisms of the Federal Court ruling involving the Kelantan syariah criminal enactment, says Datuk Seri Anwar Ibrahim.",https://www.thestar.com.my/news/nation/2024/02/15/selangor-ruler039s-decree-will-cool-rising-heat-over-apex-court-ruling-says-pm,Teh Athira Yusof,15 Feb 2024,02:49 PM
QuickCheck: Is it true that the NSRC will never call you?,"WITH the authorities stepping up efforts to educate people, scammers have now resorted to masquerading as National Scam Response Centre (NSRC) personnel to hoodwink targets.",https://www.thestar.com.my/news/true-or-not/2024/02/16/quickcheck-is-it-true-that-the-nsrc-will-never-call-you,Austin Camoens,16 Feb 2024,12:39 PM
"Sentul cops rescue kidnap victim, five suspects nabbed","KUALA LUMPUR: A mechanic's wife has been rescued after being kidnapped and held for RM100,000 ransom, with most of her abductors now in custody.",https://www.thestar.com.my/news/nation/2024/02/16/sentul-cops-rescue-kidnap-victim-five-suspects-nabbed,Austin Camoens,16 Feb 2024,01:32 PM
Prosecution lines up 47 witnesses in Adam Radlan corruption trial,KUALA LUMPUR: The prosecution in Segambut Bersatu deputy division chief Adam Radlan Adam Muhammad's corruption and money laundering case related to the Jana Wibawa project informed the Sessions Court of their plan to present 47 witnesses during the trial.,https://www.thestar.com.my/news/nation/2024/02/16/prosecution-lines-up-47-witnesses-in-adam-radlan-corruption-trial,N/A,16 Feb 2024,01:35 PM
Former store manager freed of drug-trafficking charge,KUALA LUMPUR: The Klang High Court acquitted and discharged a former store manager of a drug-trafficking charge on Friday (Feb 16).,https://www.thestar.com.my/news/nation/2024/02/16/former-store-manager-freed-of-drug-trafficking-charge,N/A,16 Feb 2024,02:28 PM
"Cops taking serious view of death threats against lawyer Nik Elin, says Saifuddin",KUALA LUMPUR: Police are not taking the death threats made against lawyer Nik Elin Zurina Nik Abdul Rashid lightly.,https://www.thestar.com.my/news/nation/2024/02/16/cops-taking-serious-view-of-death-threats-against-lawyer-nik-elin-says-saifuddin,Austin Camoens,16 Feb 2024,04:43 PM
"Get out of Dodge: Gangs turning Julau into 'Wild West' to be dealt with, says Saifuddin","KUALA LUMPUR: Claims of criminal elements running rampant in Julau, Sarawak and turning it into a ""Wild West"" town will be investigated thoroughly, says the Home Minister.",https://www.thestar.com.my/news/nation/2024/02/16/get-out-of-dodge-gangs-turning-julau-into-039wild-west039-to-be-dealt-with-says-saifuddin,Austin Camoens,16 Feb 2024,05:03 PM
"Bidor breakout: Info from public needed to find 28 escapees still at large, says Saifuddin",KUALA LUMPUR: The authorities are relying on tip-offs from the public to find the remaining 28 detainees who escaped from the Bidor Temporary Immigration Depot in Perak on Feb 1.,https://www.thestar.com.my/news/nation/2024/02/16/bidor-breakout-info-from-public-needed-to-find-28-escapees-still-at-large-says-saifuddin,Austin Camoens,16 Feb 2024,05:18 PM
"Nearly double the number of summonses issued in Op Selamat this year, say cops",KUALA LUMPUR: The latest iteration of Op Selamat saw almost double the number of summonses issued compared to the same period last year.,https://www.thestar.com.my/news/nation/2024/02/16/nearly-double-the-number-of-summonses-issued-in-op-selamat-this-year-say-cops,Justin Zack,16 Feb 2024,05:36 PM
"GOF posts along Selangor coast fully upgraded, says Saifuddin",KUALA LUMPUR: A total of 20 General Operations Force (GOF) posts along the coasts of Selangor have been fully upgraded following the government's RM45mil allocation.,https://www.thestar.com.my/news/nation/2024/02/16/gof-posts-along-selangor-coast-fully-upgraded-says-saifuddin,Austin Camoens,16 Feb 2024,08:00 PM
"1MDB trial: Charges against Najib not defective, witness tells court",KUALA LUMPUR: A witness in the 1Malaysia Development Berhad (1MDB) trial at the High Court here on Friday (Feb 16) denied that the charges brought against former Prime Minister Datuk Seri Najib Tun Razak were defective.,https://www.thestar.com.my/news/nation/2024/02/16/1mdb-trial-charges-against-najib-not-defective-witness-tells-court,N/A,16 Feb 2024,08:45 PM
Cracking the crypto code,KUALA LUMPUR: Police have received 135 reports over the Accerx cryptocurrency scam involving RM93.26mil.,https://www.thestar.com.my/news/nation/2024/02/17/cracking-the-crypto-code,Reports Austin Camoens Austin Thestar.Com.My,17 Feb 2024,07:00 AM
Taiwanese men nabbed for trying to set up scam call centre,KUALA LUMPUR: Four Tai­wanese men wanted in their country for organised crime and fraud were caught by police here while trying to set up a scam call centre.,https://www.thestar.com.my/news/nation/2024/02/17/taiwanese-men-nabbed-for-trying-to-set-up-scam-call-centre,N/A,17 Feb 2024,07:00 AM
Scammers now posing as anti-scam officers,"KUALA LUMPUR: Scammers are now posing as personnel from the National Scam Response Centre (NSRC), say police.",https://www.thestar.com.my/news/nation/2024/02/17/scammers-now-posing-as-anti-scam-officers,N/A,17 Feb 2024,07:00 AM
